fecha,idsalaUsada,hora,IdpeliculaProyectada,"precio boleto",boletosVendios
15/10/2024,5,"08:00:00 a. m.",14,102.58,145
15/10/2024,10,"07:00:00 p. m.",11,105.6,4
15/10/2024,8,"12:00:00 p. m.",58,73.31,39
16/10/2024,5,"10:00:00 a. m.",15,104.97,85
16/10/2024,11,"01:00:00 p. m.",77,68.42,28
16/10/2024,5,"10:00:00 p. m.",73,130.96,94
16/10/2024,5,"06:00:00 p. m.",76,98.24,199
16/10/2024,6,"06:00:00 a. m.",89,79.87,21
16/10/2024,13,"09:00:00 a. m.",61,145.14,135
16/10/2024,5,"06:00:00 p. m.",37,71.76,101
16/10/2024,4,"05:00:00 p. m.",84,74.21,35
16/10/2024,8,"02:00:00 p. m.",49,53.26,40
16/10/2024,15,"07:00:00 p. m.",41,103.45,47
17/10/2024,5,"04:00:00 a. m.",83,106.38,89
17/10/2024,14,"11:00:00 a. m.",98,45.23,22
17/10/2024,11,"06:00:00 a. m.",84,105.72,62
17/10/2024,3,"12:00:00 a. m.",70,35.92,98
17/10/2024,7,"06:00:00 p. m.",76,33.35,64
17/10/2024,2,"12:00:00 p. m.",54,60.65,13
17/10/2024,6,"10:00:00 p. m.",2,79.28,120
17/10/2024,7,"09:00:00 p. m.",7,74.67,112
17/10/2024,3,"06:00:00 p. m.",26,73.1,104
17/10/2024,10,"11:00:00 a. m.",90,91.03,66
18/10/2024,9,"04:00:00 a. m.",76,62.98,51
18/10/2024,15,"08:00:00 p. m.",79,82.9,57
18/10/2024,2,"12:00:00 p. m.",19,126.68,55
18/10/2024,4,"08:00:00 p. m.",9,93.72,54
18/10/2024,2,"07:00:00 a. m.",78,72.08,23
18/10/2024,8,"10:00:00 p. m.",59,45.08,32
18/10/2024,12,"09:00:00 a. m.",67,50.44,46
18/10/2024,6,"03:00:00 p. m.",18,40.01,20
18/10/2024,5,"09:00:00 p. m.",43,104.98,99
18/10/2024,2,"12:00:00 a. m.",42,78.81,38
18/10/2024,15,"08:00:00 a. m.",55,37.33,90
18/10/2024,13,"06:00:00 a. m.",66,34.43,177
18/10/2024,12,"05:00:00 a. m.",34,121.76,9
18/10/2024,6,"02:00:00 a. m.",75,113.53,162
19/10/2024,4,"04:00:00 a. m.",39,108.46,92
19/10/2024,1,"05:00:00 a. m.",4,61.1,83
19/10/2024,8,"06:00:00 a. m.",89,145.08,32
19/10/2024,2,"12:00:00 p. m.",1,66.47,71
19/10/2024,4,"10:00:00 p. m.",8,53.72,36
19/10/2024,1,"02:00:00 p. m.",20,123.03,132
19/10/2024,15,"09:00:00 p. m.",84,63.02,40
19/10/2024,10,"02:00:00 a. m.",21,80.14,17
19/10/2024,10,"03:00:00 a. m.",11,95.67,65
19/10/2024,14,"10:00:00 p. m.",32,139.84,17
19/10/2024,14,"08:00:00 p. m.",51,50.95,5
19/10/2024,1,"08:00:00 p. m.",98,144.99,55
19/10/2024,8,"08:00:00 p. m.",30,92.9,19
20/10/2024,2,"12:00:00 p. m.",95,136.88,18
20/10/2024,15,"02:00:00 p. m.",64,110.56,45
20/10/2024,13,"07:00:00 a. m.",74,58.84,28
20/10/2024,7,"09:00:00 p. m.",62,122.95,110
20/10/2024,3,"01:00:00 a. m.",24,147.93,137
20/10/2024,4,"09:00:00 a. m.",2,77.74,40
20/10/2024,9,"09:00:00 a. m.",30,140.27,81
20/10/2024,11,"04:00:00 a. m.",5,46.4,40
20/10/2024,4,"03:00:00 a. m.",79,79.96,1
20/10/2024,13,"03:00:00 a. m.",17,40.5,20
20/10/2024,4,"03:00:00 p. m.",62,61.03,5
20/10/2024,10,"11:00:00 a. m.",14,60.41,40
21/10/2024,10,"05:00:00 p. m.",94,106.57,33
21/10/2024,1,"02:00:00 a. m.",92,115.75,119
21/10/2024,11,"04:00:00 a. m.",62,143.15,14
21/10/2024,11,"12:00:00 a. m.",18,55.97,47
21/10/2024,2,"03:00:00 a. m.",60,47.51,26
21/10/2024,2,"04:00:00 p. m.",4,141.86,59
21/10/2024,5,"12:00:00 p. m.",57,41.12,47
22/10/2024,9,"03:00:00 p. m.",1,109.99,42
22/10/2024,7,"11:00:00 p. m.",98,72.47,117
22/10/2024,12,"09:00:00 p. m.",13,66.05,36
22/10/2024,1,"10:00:00 p. m.",20,37.84,59
22/10/2024,7,"01:00:00 p. m.",19,136.9,46
22/10/2024,9,"03:00:00 a. m.",12,35.43,34
22/10/2024,7,"08:00:00 a. m.",82,40.65,103
22/10/2024,12,"07:00:00 p. m.",89,81.18,4
22/10/2024,2,"06:00:00 p. m.",53,126.87,14
22/10/2024,11,"12:00:00 p. m.",51,56.98,126
22/10/2024,7,"01:00:00 a. m.",88,127.93,130
22/10/2024,4,"01:00:00 a. m.",65,61.24,57
23/10/2024,10,"12:00:00 p. m.",79,46.23,5
23/10/2024,7,"05:00:00 p. m.",9,77.74,130
23/10/2024,4,"01:00:00 p. m.",60,123.48,93
23/10/2024,9,"07:00:00 a. m.",20,135.76,15
23/10/2024,11,"04:00:00 a. m.",12,70.11,79
23/10/2024,6,"04:00:00 p. m.",53,122.86,137
23/10/2024,2,"09:00:00 p. m.",42,84.47,74
23/10/2024,9,"04:00:00 a. m.",14,88.08,70
24/10/2024,13,"09:00:00 a. m.",87,137.42,64
24/10/2024,2,"07:00:00 a. m.",77,49.25,7
24/10/2024,6,"02:00:00 p. m.",29,70.47,44
24/10/2024,4,"02:00:00 a. m.",74,117.63,58
24/10/2024,2,"10:00:00 a. m.",23,90.62,1
24/10/2024,14,"04:00:00 p. m.",48,135.94,44
25/10/2024,4,"10:00:00 a. m.",31,124.6,25
25/10/2024,3,"09:00:00 a. m.",63,64.69,51
25/10/2024,1,"07:00:00 a. m.",78,110.48,122
25/10/2024,4,"02:00:00 a. m.",20,77.98,59
25/10/2024,15,"09:00:00 p. m.",48,59.62,68
25/10/2024,2,"08:00:00 p. m.",71,98.68,36
25/10/2024,4,"12:00:00 a. m.",23,31.65,93
25/10/2024,8,"05:00:00 a. m.",92,130.27,41
25/10/2024,11,"11:00:00 p. m.",35,55.32,145
25/10/2024,12,"09:00:00 a. m.",47,103.92,24
25/10/2024,3,"10:00:00 p. m.",51,81.52,124
25/10/2024,8,"11:00:00 a. m.",86,110.23,17
25/10/2024,15,"07:00:00 p. m.",90,85.18,81
26/10/2024,13,"10:00:00 a. m.",7,95.83,6
26/10/2024,1,"05:00:00 a. m.",70,88.35,11
26/10/2024,1,"04:00:00 p. m.",79,122.28,124
26/10/2024,5,"05:00:00 p. m.",59,34.3,30
27/10/2024,14,"11:00:00 a. m.",3,60.06,22
27/10/2024,10,"07:00:00 p. m.",27,67.31,2
27/10/2024,7,"01:00:00 a. m.",7,57.94,145
27/10/2024,10,"06:00:00 p. m.",46,44.66,8
27/10/2024,13,"09:00:00 a. m.",98,32.28,122
27/10/2024,13,"01:00:00 p. m.",84,67.51,13
27/10/2024,1,"11:00:00 a. m.",77,144.21,2
27/10/2024,9,"12:00:00 a. m.",80,50.41,37
27/10/2024,3,"03:00:00 a. m.",41,78.1,38
27/10/2024,6,"01:00:00 a. m.",92,47.14,10
27/10/2024,2,"10:00:00 p. m.",80,49.29,83
27/10/2024,6,"10:00:00 a. m.",87,149.59,163
27/10/2024,13,"08:00:00 p. m.",56,51.67,83
28/10/2024,1,"03:00:00 a. m.",49,125.55,43
28/10/2024,2,"08:00:00 a. m.",90,105.3,36
28/10/2024,2,"05:00:00 a. m.",66,116.53,18
28/10/2024,4,"11:00:00 p. m.",68,131.28,86
28/10/2024,13,"12:00:00 a. m.",69,110.68,183
29/10/2024,5,"02:00:00 p. m.",37,32.56,128
29/10/2024,1,"04:00:00 a. m.",10,50.94,14
29/10/2024,5,"09:00:00 p. m.",15,132.38,182
29/10/2024,10,"10:00:00 a. m.",95,123.09,84
29/10/2024,4,"03:00:00 a. m.",92,148.12,44
29/10/2024,3,"02:00:00 a. m.",4,86.82,29
29/10/2024,11,"03:00:00 a. m.",43,126.73,103
29/10/2024,13,"09:00:00 a. m.",82,119.98,25
29/10/2024,2,"06:00:00 a. m.",60,132.9,78
29/10/2024,15,"06:00:00 p. m.",76,141.38,27
29/10/2024,4,"05:00:00 p. m.",81,75.11,58
29/10/2024,4,"05:00:00 a. m.",43,82.89,92
29/10/2024,7,"10:00:00 a. m.",85,106.77,41
29/10/2024,8,"01:00:00 p. m.",86,52.55,26
30/10/2024,3,"02:00:00 p. m.",81,122.51,62
30/10/2024,12,"04:00:00 p. m.",37,132.04,28
30/10/2024,6,"07:00:00 a. m.",71,66.79,92
30/10/2024,1,"05:00:00 p. m.",1,43.03,150
30/10/2024,2,"05:00:00 a. m.",3,35.46,6
30/10/2024,12,"06:00:00 a. m.",34,145.21,14
30/10/2024,2,"07:00:00 p. m.",37,51.69,8
30/10/2024,12,"02:00:00 a. m.",54,63.26,13
30/10/2024,4,"08:00:00 p. m.",69,70.25,45
30/10/2024,2,"08:00:00 p. m.",78,48.17,43
30/10/2024,14,"08:00:00 p. m.",41,120.86,38
31/10/2024,9,"08:00:00 a. m.",58,145.43,89
31/10/2024,3,"09:00:00 p. m.",87,33.37,78
31/10/2024,6,"05:00:00 p. m.",36,146.31,19
31/10/2024,5,"01:00:00 a. m.",71,147.43,25
31/10/2024,12,"08:00:00 p. m.",41,75.57,28
31/10/2024,10,"11:00:00 a. m.",100,115.28,99
31/10/2024,2,"09:00:00 p. m.",26,76.83,75
31/10/2024,10,"12:00:00 p. m.",4,88.29,68
31/10/2024,10,"05:00:00 a. m.",18,116.56,40
01/11/2024,3,"01:00:00 a. m.",40,51.45,65
01/11/2024,8,"08:00:00 p. m.",24,106.42,9
01/11/2024,13,"09:00:00 p. m.",85,30.06,49
01/11/2024,10,"02:00:00 a. m.",91,144.1,71
01/11/2024,8,"04:00:00 p. m.",40,69.41,36
01/11/2024,2,"06:00:00 p. m.",8,144.23,0
01/11/2024,9,"05:00:00 p. m.",14,79.65,22
01/11/2024,8,"04:00:00 p. m.",83,108.39,47
01/11/2024,8,"12:00:00 p. m.",25,36.37,38
01/11/2024,1,"07:00:00 p. m.",9,50.43,110
01/11/2024,1,"04:00:00 p. m.",21,120.97,134
02/11/2024,15,"03:00:00 p. m.",85,103.57,1
02/11/2024,5,"09:00:00 p. m.",47,66.58,154
02/11/2024,7,"07:00:00 a. m.",25,111.48,136
02/11/2024,12,"05:00:00 p. m.",23,97.17,36
02/11/2024,8,"08:00:00 p. m.",59,124.44,28
02/11/2024,9,"11:00:00 a. m.",11,141.52,70
02/11/2024,14,"05:00:00 p. m.",29,89.12,49
02/11/2024,7,"01:00:00 a. m.",87,68.35,53
02/11/2024,11,"03:00:00 p. m.",36,109.17,20
02/11/2024,10,"03:00:00 a. m.",76,70.72,92
02/11/2024,6,"06:00:00 p. m.",22,46.42,177
02/11/2024,4,"01:00:00 p. m.",2,30.25,16
02/11/2024,1,"02:00:00 p. m.",87,53.53,30
02/11/2024,8,"11:00:00 a. m.",35,143.19,17
02/11/2024,11,"03:00:00 p. m.",68,141.78,108
03/11/2024,13,"11:00:00 a. m.",36,60.87,52
03/11/2024,1,"01:00:00 p. m.",56,46.62,173
03/11/2024,5,"10:00:00 p. m.",59,53.69,126
03/11/2024,2,"04:00:00 p. m.",2,89.03,22
03/11/2024,8,"10:00:00 a. m.",64,31.56,13
03/11/2024,9,"03:00:00 a. m.",96,130.12,55
03/11/2024,5,"05:00:00 p. m.",81,46.68,151
03/11/2024,8,"12:00:00 p. m.",53,47.24,26
03/11/2024,13,"02:00:00 a. m.",14,119.57,125
03/11/2024,14,"03:00:00 a. m.",19,117.81,0
03/11/2024,2,"09:00:00 a. m.",51,122.61,24
03/11/2024,10,"02:00:00 a. m.",50,139.94,88
04/11/2024,2,"05:00:00 a. m.",63,147.8,14
04/11/2024,12,"06:00:00 a. m.",30,133.93,45
04/11/2024,6,"06:00:00 p. m.",42,35.93,114
04/11/2024,4,"05:00:00 a. m.",93,40.59,62
04/11/2024,10,"10:00:00 a. m.",1,76.92,54
04/11/2024,1,"01:00:00 a. m.",2,121.13,75
04/11/2024,9,"11:00:00 p. m.",37,90.98,64
04/11/2024,3,"09:00:00 p. m.",71,80.3,14
04/11/2024,12,"09:00:00 p. m.",45,88.66,30
04/11/2024,10,"09:00:00 a. m.",9,69.75,14
04/11/2024,9,"10:00:00 p. m.",2,57.25,60
05/11/2024,13,"06:00:00 p. m.",49,145.78,149
05/11/2024,1,"10:00:00 a. m.",41,132.47,129
05/11/2024,4,"11:00:00 a. m.",12,63.41,82
05/11/2024,2,"11:00:00 p. m.",19,40.17,57
05/11/2024,9,"01:00:00 a. m.",61,109.47,42
05/11/2024,14,"02:00:00 a. m.",45,111.6,32
05/11/2024,10,"08:00:00 p. m.",58,69.68,37
05/11/2024,2,"12:00:00 p. m.",59,101.73,85
05/11/2024,5,"11:00:00 a. m.",65,141.86,15
05/11/2024,1,"02:00:00 p. m.",10,47.18,39
05/11/2024,11,"05:00:00 p. m.",44,93.66,122
05/11/2024,4,"01:00:00 p. m.",97,31.55,25
05/11/2024,6,"01:00:00 p. m.",10,133.51,155
06/11/2024,11,"04:00:00 p. m.",9,94.61,150
06/11/2024,1,"07:00:00 a. m.",67,118.54,149
06/11/2024,2,"07:00:00 p. m.",28,90.67,58
06/11/2024,12,"05:00:00 p. m.",1,48.24,24
06/11/2024,15,"09:00:00 p. m.",61,45.4,72
06/11/2024,5,"02:00:00 p. m.",89,71.16,191
06/11/2024,7,"11:00:00 a. m.",13,51.11,2
06/11/2024,7,"02:00:00 p. m.",22,135.91,84
06/11/2024,2,"12:00:00 a. m.",48,67.52,51
06/11/2024,15,"01:00:00 p. m.",15,78.53,60
06/11/2024,6,"02:00:00 a. m.",36,125.48,183
06/11/2024,1,"05:00:00 a. m.",37,126.13,163
06/11/2024,13,"05:00:00 p. m.",77,132.89,189
07/11/2024,3,"07:00:00 p. m.",78,102.92,27
07/11/2024,15,"09:00:00 p. m.",71,62.67,56
07/11/2024,1,"04:00:00 a. m.",56,119.1,148
07/11/2024,13,"10:00:00 p. m.",27,129.5,13
07/11/2024,12,"10:00:00 a. m.",4,48.09,9
07/11/2024,11,"10:00:00 p. m.",36,88.76,76
07/11/2024,12,"08:00:00 a. m.",33,137.53,19
07/11/2024,11,"07:00:00 a. m.",48,106.06,66
07/11/2024,14,"11:00:00 a. m.",96,55.77,21
07/11/2024,4,"01:00:00 a. m.",5,133.54,26
07/11/2024,4,"12:00:00 a. m.",79,85.61,9
07/11/2024,7,"06:00:00 a. m.",42,147,151
08/11/2024,5,"02:00:00 a. m.",100,34.83,141
08/11/2024,9,"01:00:00 p. m.",54,67.31,27
08/11/2024,8,"12:00:00 a. m.",43,110.01,11
08/11/2024,6,"09:00:00 p. m.",51,94.12,77
08/11/2024,13,"07:00:00 p. m.",68,97.39,125
08/11/2024,3,"04:00:00 a. m.",33,47.97,15
08/11/2024,5,"03:00:00 a. m.",94,90.34,175
08/11/2024,6,"01:00:00 a. m.",14,36.01,68
08/11/2024,8,"02:00:00 a. m.",19,106.39,6
08/11/2024,2,"08:00:00 a. m.",1,119.55,86
09/11/2024,5,"04:00:00 a. m.",13,95.91,186
09/11/2024,7,"06:00:00 a. m.",3,114.34,10
09/11/2024,4,"06:00:00 p. m.",43,85.86,69
09/11/2024,3,"08:00:00 a. m.",40,122.77,63
09/11/2024,8,"04:00:00 p. m.",68,74.64,42
09/11/2024,3,"06:00:00 p. m.",9,141.34,118
09/11/2024,7,"11:00:00 p. m.",44,80.08,200
09/11/2024,11,"04:00:00 p. m.",45,30.54,61
10/11/2024,10,"01:00:00 p. m.",43,135.79,66
10/11/2024,1,"05:00:00 a. m.",48,103.61,135
10/11/2024,9,"06:00:00 p. m.",41,135.58,43
10/11/2024,11,"03:00:00 a. m.",66,43.15,132
10/11/2024,9,"01:00:00 a. m.",2,122.64,81
10/11/2024,3,"09:00:00 p. m.",93,123.79,19
10/11/2024,3,"10:00:00 a. m.",29,31.24,97
10/11/2024,11,"09:00:00 a. m.",4,37.24,44
10/11/2024,6,"04:00:00 a. m.",73,54.99,133
10/11/2024,5,"08:00:00 a. m.",87,36.16,191
10/11/2024,9,"02:00:00 a. m.",89,140.98,7
10/11/2024,7,"07:00:00 a. m.",84,149.62,26
11/11/2024,6,"01:00:00 a. m.",93,78.69,110
11/11/2024,11,"11:00:00 p. m.",94,133.79,63
11/11/2024,3,"02:00:00 p. m.",79,69.03,138
11/11/2024,3,"10:00:00 a. m.",46,30.04,77
11/11/2024,9,"06:00:00 p. m.",90,133.43,47
11/11/2024,7,"02:00:00 p. m.",84,148.22,13
11/11/2024,3,"05:00:00 a. m.",51,41,35
11/11/2024,1,"05:00:00 p. m.",49,66.32,3
11/11/2024,8,"07:00:00 p. m.",21,86.69,5
11/11/2024,11,"06:00:00 a. m.",49,140.38,128
11/11/2024,8,"08:00:00 a. m.",86,69.46,26
11/11/2024,4,"09:00:00 p. m.",70,56.56,41
11/11/2024,8,"03:00:00 a. m.",4,41.7,17
11/11/2024,12,"09:00:00 a. m.",76,50.62,15
12/11/2024,10,"12:00:00 p. m.",17,100.43,55
12/11/2024,6,"09:00:00 a. m.",50,85.36,90
12/11/2024,7,"09:00:00 p. m.",81,94.99,96
12/11/2024,8,"11:00:00 p. m.",24,50.89,33
12/11/2024,3,"01:00:00 p. m.",38,99.74,112
12/11/2024,14,"07:00:00 p. m.",65,44.4,36
12/11/2024,10,"04:00:00 a. m.",55,76.28,48
12/11/2024,8,"08:00:00 p. m.",88,131.19,11
12/11/2024,12,"08:00:00 a. m.",44,68.26,15
13/11/2024,10,"03:00:00 p. m.",3,46.22,100
13/11/2024,4,"09:00:00 p. m.",56,48.58,13
13/11/2024,1,"06:00:00 p. m.",46,120.27,74
13/11/2024,11,"07:00:00 a. m.",99,145.47,40
13/11/2024,13,"11:00:00 a. m.",13,120.72,134
13/11/2024,10,"06:00:00 a. m.",10,77.58,40
13/11/2024,12,"05:00:00 p. m.",75,128.76,32
14/11/2024,3,"01:00:00 a. m.",5,45.9,90
14/11/2024,8,"11:00:00 p. m.",29,78.27,42
14/11/2024,6,"12:00:00 a. m.",13,125.42,10
14/11/2024,14,"04:00:00 p. m.",49,65.61,22
15/11/2024,15,"01:00:00 a. m.",55,120.52,41
15/11/2024,9,"03:00:00 p. m.",7,75.93,21
15/11/2024,10,"01:00:00 a. m.",37,146.88,59
15/11/2024,13,"12:00:00 a. m.",41,69.59,110
15/11/2024,5,"09:00:00 p. m.",72,119.66,162
15/11/2024,4,"05:00:00 p. m.",81,141.56,19
15/11/2024,12,"08:00:00 a. m.",55,132.92,22
15/11/2024,4,"05:00:00 a. m.",81,80.26,72
15/11/2024,11,"08:00:00 p. m.",48,130.7,4
16/11/2024,12,"08:00:00 a. m.",1,118.78,40
16/11/2024,6,"06:00:00 a. m.",99,38.7,39
16/11/2024,9,"06:00:00 a. m.",74,144.2,0
16/11/2024,3,"12:00:00 a. m.",71,99.08,61
16/11/2024,11,"07:00:00 a. m.",7,79.21,113
16/11/2024,1,"02:00:00 p. m.",17,140.29,59
17/11/2024,6,"02:00:00 a. m.",40,77.63,121
17/11/2024,15,"05:00:00 p. m.",79,54.8,65
17/11/2024,5,"07:00:00 a. m.",12,91.18,68
17/11/2024,9,"02:00:00 a. m.",10,134.25,32
17/11/2024,1,"07:00:00 p. m.",47,73.89,185
17/11/2024,3,"03:00:00 p. m.",50,102.4,10
17/11/2024,1,"06:00:00 a. m.",40,137.46,159
17/11/2024,4,"01:00:00 a. m.",61,120.56,56
18/11/2024,14,"02:00:00 p. m.",45,142.23,28
18/11/2024,4,"11:00:00 a. m.",48,41.41,21
18/11/2024,12,"08:00:00 p. m.",14,136.21,43
18/11/2024,6,"05:00:00 p. m.",80,144.32,35
18/11/2024,9,"07:00:00 a. m.",23,107.79,80
18/11/2024,5,"10:00:00 a. m.",18,89.64,100
18/11/2024,4,"11:00:00 a. m.",49,106.18,68
18/11/2024,5,"09:00:00 a. m.",41,83.78,64
18/11/2024,12,"07:00:00 p. m.",10,96.87,46
18/11/2024,9,"02:00:00 p. m.",100,55.95,29
19/11/2024,10,"10:00:00 p. m.",32,67.54,92
19/11/2024,2,"07:00:00 p. m.",82,92.83,0
19/11/2024,5,"03:00:00 a. m.",44,51.76,58
19/11/2024,7,"02:00:00 p. m.",34,34.55,157
19/11/2024,13,"05:00:00 a. m.",80,141.01,0
19/11/2024,7,"01:00:00 p. m.",10,130.83,48
19/11/2024,2,"01:00:00 p. m.",30,139.92,16
19/11/2024,10,"03:00:00 a. m.",40,128.42,37
20/11/2024,14,"03:00:00 a. m.",96,85.08,50
20/11/2024,10,"04:00:00 p. m.",56,100.97,62
20/11/2024,12,"04:00:00 p. m.",7,102.64,26
20/11/2024,4,"10:00:00 a. m.",24,148.99,69
20/11/2024,4,"11:00:00 a. m.",70,134.77,68
20/11/2024,2,"09:00:00 p. m.",50,104.81,0
20/11/2024,6,"04:00:00 p. m.",83,130.21,122
20/11/2024,9,"02:00:00 a. m.",63,95.87,24
20/11/2024,15,"07:00:00 p. m.",69,121.51,50
20/11/2024,10,"08:00:00 p. m.",21,60.31,19
20/11/2024,12,"03:00:00 a. m.",36,38.38,37
20/11/2024,1,"06:00:00 p. m.",99,131.66,71
21/11/2024,13,"01:00:00 p. m.",51,144.03,82
21/11/2024,2,"04:00:00 a. m.",51,144.04,89
21/11/2024,10,"05:00:00 a. m.",40,130.6,43
21/11/2024,8,"10:00:00 p. m.",87,117.63,45
21/11/2024,3,"07:00:00 p. m.",30,102.33,79
22/11/2024,1,"12:00:00 p. m.",24,94.77,28
22/11/2024,6,"08:00:00 p. m.",88,146.35,43
22/11/2024,7,"04:00:00 a. m.",41,113.78,64
22/11/2024,1,"03:00:00 p. m.",94,52.44,100
22/11/2024,6,"01:00:00 p. m.",19,134.25,51
22/11/2024,3,"12:00:00 a. m.",84,108.65,84
22/11/2024,10,"04:00:00 a. m.",64,51.22,40
22/11/2024,2,"05:00:00 p. m.",17,129.14,33
22/11/2024,2,"12:00:00 p. m.",7,64.98,99
22/11/2024,10,"09:00:00 p. m.",71,112.01,47
22/11/2024,5,"12:00:00 a. m.",33,137.48,43
22/11/2024,4,"11:00:00 p. m.",83,98.01,12
22/11/2024,1,"07:00:00 a. m.",97,88.43,38
22/11/2024,15,"11:00:00 p. m.",53,71.61,62
22/11/2024,7,"09:00:00 p. m.",10,91.68,102
22/11/2024,10,"09:00:00 p. m.",99,77.64,9
22/11/2024,3,"08:00:00 p. m.",1,56.97,149
22/11/2024,12,"11:00:00 p. m.",54,147.33,9
23/11/2024,5,"07:00:00 p. m.",12,120.61,150
23/11/2024,6,"04:00:00 p. m.",99,146.57,87
23/11/2024,11,"04:00:00 p. m.",21,133.79,24
23/11/2024,4,"05:00:00 p. m.",5,92.93,71
23/11/2024,1,"01:00:00 a. m.",83,106.85,152
23/11/2024,6,"05:00:00 p. m.",5,63.15,103
23/11/2024,13,"09:00:00 p. m.",59,43.65,199
23/11/2024,14,"01:00:00 p. m.",13,69.88,41
23/11/2024,13,"11:00:00 a. m.",10,79.8,61
23/11/2024,1,"09:00:00 p. m.",20,34.52,106
23/11/2024,3,"02:00:00 a. m.",77,121.3,134
23/11/2024,10,"02:00:00 p. m.",75,99.8,7
23/11/2024,14,"05:00:00 a. m.",48,117.84,15
23/11/2024,9,"04:00:00 a. m.",98,50.47,17
24/11/2024,1,"06:00:00 a. m.",16,65.82,63
24/11/2024,3,"12:00:00 p. m.",81,137.08,24
24/11/2024,4,"12:00:00 p. m.",87,123.8,92
24/11/2024,15,"02:00:00 p. m.",34,50.14,48
24/11/2024,10,"08:00:00 p. m.",17,111.83,25
24/11/2024,13,"03:00:00 p. m.",61,84.63,44
24/11/2024,13,"11:00:00 p. m.",33,74.58,70
25/11/2024,12,"03:00:00 a. m.",28,95.06,26
25/11/2024,4,"10:00:00 a. m.",95,100.42,97
25/11/2024,10,"10:00:00 a. m.",80,131.24,25
25/11/2024,15,"12:00:00 a. m.",18,47.56,4
25/11/2024,7,"07:00:00 a. m.",95,125.33,139
25/11/2024,3,"09:00:00 a. m.",75,91.79,34
25/11/2024,5,"02:00:00 a. m.",6,72.8,85
25/11/2024,5,"12:00:00 p. m.",48,143.92,83
25/11/2024,11,"03:00:00 a. m.",2,101.26,62
25/11/2024,4,"11:00:00 a. m.",94,114.33,54
25/11/2024,13,"02:00:00 p. m.",94,147.07,160
25/11/2024,9,"11:00:00 a. m.",7,107.41,11
25/11/2024,5,"01:00:00 p. m.",89,34.97,114
25/11/2024,1,"06:00:00 a. m.",24,41.47,172
26/11/2024,15,"11:00:00 p. m.",79,128.72,41
26/11/2024,10,"08:00:00 p. m.",35,40.44,54
26/11/2024,12,"02:00:00 p. m.",86,59.56,27
26/11/2024,1,"04:00:00 a. m.",73,44.17,82
26/11/2024,11,"02:00:00 a. m.",47,57.78,25
26/11/2024,5,"04:00:00 p. m.",66,148.58,33
26/11/2024,13,"08:00:00 p. m.",38,71.22,35
26/11/2024,14,"03:00:00 a. m.",80,40.5,3
26/11/2024,9,"07:00:00 a. m.",2,94.41,55
26/11/2024,11,"07:00:00 p. m.",68,120.91,94
26/11/2024,14,"02:00:00 p. m.",3,70.86,17
26/11/2024,12,"02:00:00 p. m.",76,50.28,41
26/11/2024,5,"11:00:00 a. m.",9,147.59,4
27/11/2024,5,"02:00:00 p. m.",58,86.56,101
27/11/2024,12,"08:00:00 a. m.",64,100.39,24
27/11/2024,5,"09:00:00 p. m.",15,120.24,143
27/11/2024,5,"11:00:00 a. m.",25,76.4,199
27/11/2024,5,"10:00:00 p. m.",50,138.84,173
27/11/2024,6,"11:00:00 p. m.",95,103.89,130
27/11/2024,13,"12:00:00 a. m.",87,43.24,143
27/11/2024,11,"07:00:00 p. m.",51,119.76,58
27/11/2024,12,"05:00:00 a. m.",26,47.85,8
28/11/2024,14,"08:00:00 p. m.",95,32.62,44
28/11/2024,14,"03:00:00 p. m.",49,74.32,12
28/11/2024,8,"08:00:00 p. m.",4,129.05,41
28/11/2024,13,"01:00:00 p. m.",11,87.11,86
28/11/2024,11,"06:00:00 a. m.",84,62.44,124
28/11/2024,13,"09:00:00 a. m.",47,105.31,7
28/11/2024,9,"02:00:00 p. m.",24,84.77,35
28/11/2024,1,"06:00:00 p. m.",15,73.92,200
28/11/2024,9,"10:00:00 a. m.",42,136.45,28
28/11/2024,1,"08:00:00 a. m.",12,95.55,106
28/11/2024,3,"11:00:00 p. m.",70,140.8,0
29/11/2024,7,"04:00:00 p. m.",73,67.28,135
29/11/2024,12,"05:00:00 p. m.",49,103.44,9
29/11/2024,14,"08:00:00 a. m.",39,123.37,41
29/11/2024,12,"01:00:00 a. m.",26,44.49,46
30/11/2024,12,"06:00:00 p. m.",78,120.89,9
30/11/2024,2,"02:00:00 a. m.",61,119.5,12
01/12/2024,1,"04:00:00 p. m.",56,78.42,90
01/12/2024,9,"05:00:00 a. m.",10,145.52,84
01/12/2024,13,"03:00:00 p. m.",97,33.77,200
01/12/2024,3,"02:00:00 a. m.",56,87.37,143
01/12/2024,6,"01:00:00 a. m.",38,148.7,149
01/12/2024,12,"10:00:00 a. m.",97,117.13,15
01/12/2024,13,"01:00:00 a. m.",68,113.07,44
02/12/2024,13,"02:00:00 p. m.",57,147.19,104
02/12/2024,12,"07:00:00 p. m.",48,102.34,16
02/12/2024,11,"06:00:00 p. m.",63,74.41,116
02/12/2024,5,"12:00:00 a. m.",40,78.73,68
02/12/2024,8,"02:00:00 p. m.",36,62.98,14
02/12/2024,14,"02:00:00 a. m.",5,105.47,8
02/12/2024,4,"12:00:00 p. m.",50,68.68,54
02/12/2024,2,"01:00:00 a. m.",74,72.89,84
02/12/2024,3,"05:00:00 a. m.",63,41.23,144
